hull_type,make,variant,n,predicted_median_usd,prediction_low_95_usd,prediction_high_95_usd,within_variant_sigma_log
catamaran,Maine Cat,41,2,394470.71986412525,344211.7148309073,452068.1375024165,0.05677483918332804
catamaran,Manta,42 MK II,4,265161.91278900346,247364.24768353492,284240.10604748,0.031705935141198724
catamaran,Manta,42 MK IV,2,293475.38383168646,293475.38383168646,293475.38383168646,0.0
catamaran,Nautitech,40,12,210651.5726935883,179453.35739371716,247273.64103267368,0.07857233324968023
catamaran,Nautitech,40 Open,20,385468.9350246278,314594.1608094889,472311.0546193551,0.10116358227703728
catamaran,Nautitech,40.2,2,217088.98247674815,181720.0848779238,259341.86826100887,0.07408449192762401
catamaran,Nautitech,40.200000000000003,1,221044.7266426333,142889.17097910165,341948.734405231,0.15740188376886355
catamaran,Nautitech,402,1,245475.4599777606,158681.84464153025,379742.2546191044,0.15740188376886355
catamaran,Nautitech,44,1,329669.5014775758,213107.10496786435,509987.5962411584,0.15740188376886355
catamaran,Nautitech,441,9,302068.6697713367,234869.6968071681,388494.0564824713,0.1217913307285924
catamaran,Nautitech,442 Owners Version,2,382828.21432552976,382300.27579187247,383356.8819172416,0.0005748802013929577
catamaran,Nautitech,46 Fly,9,590213.2555891206,485529.29049561673,717467.9136608203,0.09450255685400016
catamaran,Nautitech,46 Open,10,588135.3815320317,476729.6479240844,725575.2364386428,0.10216040684996393
catamaran,Nautitech,46 open,1,533463.8797877028,344845.1934951436,825250.6237763653,0.15740188376886355
catamaran,Nautitech,47,8,380422.38276863866,244940.2626215991,590842.7947386669,0.21177983468810746
catamaran,Nautitech,542,3,814734.6785346897,599550.6569952089,1107150.1442993642,0.13550736731654894
catamaran,Nautitech,Open 40,1,344966.8521221023,222995.71794213753,533652.081579032,0.15740188376886355
catamaran,Outremer,45,3,807527.2373235722,660783.7250680319,986858.8076262063,0.0886130414136815
catamaran,Outremer,49,4,668549.8683898808,543041.7323133345,823065.5213552392,0.09488449587513803
catamaran,Privilege,435,4,303059.2984998778,278119.38607741165,330235.6577965189,0.03918961174455453
catamaran,Privilege,495,5,403154.0098097714,340796.1467108766,476921.9288256405,0.07826198920844339
catamaran,Privilege,Series 5,5,1182035.1625995191,1030554.3762249011,1355782.0507636704,0.06387338336483446
catamaran,Seawind,1160,2,274622.09380897577,188777.61170296845,399503.38245983847,0.15614509134908783
catamaran,Seawind,1190 Sport,2,428193.2857968668,428193.2857968668,428193.2857968668,0.0
catamaran,Seawind,1250,1,392049.8945757461,253431.44470910868,606487.9597449942,0.15740188376886355
catamaran,Seawind,1260,2,554217.5905671462,554217.5905671462,554217.5905671462,0.0
catamaran,Voyage Yachts,500,3,438515.5859248574,278465.3164695956,690556.0862550613,0.20064475996298387
catamaran,Voyage Yachts,500 Owner's Version,1,589580.1352265981,381120.22859733243,912060.5776637245,0.15740188376886355
catamaran,Voyage Yachts,Voyage 480,1,637090.4984746173,411832.1868536398,985557.5066814355,0.15740188376886355
catamaran,Voyage Yachts,Voyage 520 DC,1,636602.2969335573,411516.6004357581,984802.2753685887,0.15740188376886355
